model_year,make,model,vehicle_class,engine_size_l,cylinders,transmission,fuel_type,city_l_per_100_km,highway_l_per_100_km,combined_l_per_100_km,combined_mpg,co2_emissions_g_per_km,co2_rating,smog_rating,vehicle_specification_make,vehicle_specification_model,measurements_obtained_in_year,overall_length,overall_width,overall_height,wheelbase,curb_weight,front_end_length,rear_end_length,side_glass_height,body_side_height,roof_width,front_overhang,rear_overhang,track_width_front,track_width_rear,weight_distribution
2016,Jeep,Compass 4X4,Sport utility vehicle: Small,2.4,4,M5,X,10.6,8.6,9.7,29,228,5.0,,JEEP,COMPASS 4DR SUV AWD,7.0,445.0,181.0,165.0,263.0,1479.0,108.0,151.0,40.0,83.0,102.0,92.0,90.0,152.0,150.0,56/44
2016,Jeep,Compass 4X4 Trail Rated,Sport utility vehicle: Small,2.4,4,AV,X,11.7,10.3,11.1,25,259,5.0,,JEEP,COMPASS 4DR SUV AWD,7.0,445.0,181.0,165.0,263.0,1479.0,108.0,151.0,40.0,83.0,102.0,92.0,90.0,152.0,150.0,56/44
2016,Jeep,Grand Cherokee 4X4,Sport utility vehicle: Standard,3.6,6,A8,X,12.8,9.5,11.3,25,265,5.0,,JEEP,GRAND CHEROKEE 4DR SUV LAREDO 4X4,13.0,482.0,194.0,176.0,292.0,2121.0,133.0,169.0,40.0,91.0,127.0,88.0,102.0,162.0,163.0,51/49
2016,Jeep,Grand Cherokee 4X4 (MDS),Sport utility vehicle: Standard,5.7,8,A8,X,16.7,10.7,14.0,20,329,3.0,,JEEP,GRAND CHEROKEE 4DR SUV LAREDO 4X4,13.0,482.0,194.0,176.0,292.0,2121.0,133.0,169.0,40.0,91.0,127.0,88.0,102.0,162.0,163.0,51/49
2016,Jeep,Grand Cherokee SRT 4X4 (MDS),Sport utility vehicle: Standard,6.4,8,A8,Z,18.5,12.6,15.8,18,370,2.0,,JEEP,GRAND CHEROKEE SRT 4DR SUV,13.0,486.0,196.0,176.0,292.0,2336.0,134.0,169.0,40.0,94.0,126.0,90.0,106.0,162.0,163.0,53/47
2016,Jeep,Patriot,Sport utility vehicle: Small,2.0,4,AV,X,10.8,8.9,10.0,28,234,5.0,,JEEP,PATRIOT 4DR SUV AWD,7.0,441.0,176.0,170.0,263.0,1480.0,106.0,172.0,38.0,86.0,113.0,88.0,89.0,152.0,152.0,56/44
2016,Jeep,Patriot,Sport utility vehicle: Small,2.0,4,M5,X,10.3,7.8,9.2,31,214,6.0,,JEEP,PATRIOT 4DR SUV AWD,7.0,441.0,176.0,170.0,263.0,1480.0,106.0,172.0,38.0,86.0,113.0,88.0,89.0,152.0,152.0,56/44
2016,Jeep,Patriot,Sport utility vehicle: Small,2.4,4,A6,X,11.2,8.6,10.0,28,235,5.0,,JEEP,PATRIOT 4DR SUV AWD,7.0,441.0,176.0,170.0,263.0,1480.0,106.0,172.0,38.0,86.0,113.0,88.0,89.0,152.0,152.0,56/44
2016,Jeep,Patriot,Sport utility vehicle: Small,2.4,4,M5,X,10.2,8.2,9.3,30,218,6.0,,JEEP,PATRIOT 4DR SUV AWD,7.0,441.0,176.0,170.0,263.0,1480.0,106.0,172.0,38.0,86.0,113.0,88.0,89.0,152.0,152.0,56/44
2016,Jeep,Patriot 4X4,Sport utility vehicle: Small,2.4,4,A6,X,11.7,9.1,10.5,27,248,5.0,,JEEP,PATRIOT 4DR SUV AWD,7.0,441.0,176.0,170.0,263.0,1480.0,106.0,172.0,38.0,86.0,113.0,88.0,89.0,152.0,152.0,56/44
2016,Jeep,Patriot 4X4,Sport utility vehicle: Small,2.4,4,M5,X,10.6,8.6,9.7,29,228,5.0,,JEEP,PATRIOT 4DR SUV AWD,7.0,441.0,176.0,170.0,263.0,1480.0,106.0,172.0,38.0,86.0,113.0,88.0,89.0,152.0,152.0,56/44
2016,Jeep,Patriot 4X4 Trail Rated,Sport utility vehicle: Small,2.4,4,AV,X,11.7,10.3,11.1,25,259,5.0,,JEEP,PATRIOT 4DR SUV AWD,7.0,441.0,176.0,170.0,263.0,1480.0,106.0,172.0,38.0,86.0,113.0,88.0,89.0,152.0,152.0,56/44
2016,Jeep,Renegade,Sport utility vehicle: Small,1.4,4,M6,X,9.9,7.5,8.8,32,207,6.0,,JEEP,RENEGADE TRAILHAWK 4X4,15.0,424.0,181.0,170.0,257.0,1583.0,110.0,156.0,40.0,87.0,107.0,88.0,81.0,154.0,154.0,60/40
2016,Jeep,Renegade FFV,Sport utility vehicle: Small,2.4,4,A9,X,10.8,7.7,9.4,30,220,6.0,,JEEP,RENEGADE TRAILHAWK 4X4,15.0,424.0,181.0,170.0,257.0,1583.0,110.0,156.0,40.0,87.0,107.0,88.0,81.0,154.0,154.0,60/40
2016,Jeep,Renegade FFV,Sport utility vehicle: Small,2.4,4,A9,E,14.2,9.9,12.2,23,201,6.0,,JEEP,RENEGADE TRAILHAWK 4X4,15.0,424.0,181.0,170.0,257.0,1583.0,110.0,156.0,40.0,87.0,107.0,88.0,81.0,154.0,154.0,60/40
2016,Jeep,Renegade 4X4,Sport utility vehicle: Small,1.4,4,M6,X,9.9,7.5,8.8,32,203,6.0,,JEEP,RENEGADE TRAILHAWK 4X4,15.0,424.0,181.0,170.0,257.0,1583.0,110.0,156.0,40.0,87.0,107.0,88.0,81.0,154.0,154.0,60/40
2016,Jeep,Renegade 4X4,Sport utility vehicle: Small,2.4,4,A9,X,11.2,8.0,9.8,29,229,5.0,,JEEP,RENEGADE TRAILHAWK 4X4,15.0,424.0,181.0,170.0,257.0,1583.0,110.0,156.0,40.0,87.0,107.0,88.0,81.0,154.0,154.0,60/40
2016,Jeep,Wrangler 4X4,Sport utility vehicle: Small,3.6,6,A5,X,14.1,11.1,12.8,22,299,4.0,,JEEP,WRANGLER 2DR SUV 4WD RUBICON,8.0,388.0,187.0,184.0,242.0,1873.0,150.0,117.0,41.0,78.0,142.0,68.0,78.0,159.0,159.0,50/50
2016,Jeep,Wrangler 4X4,Sport utility vehicle: Small,3.6,6,M6,X,14.2,11.0,12.8,22,299,4.0,,JEEP,WRANGLER 2DR SUV 4WD RUBICON,8.0,388.0,187.0,184.0,242.0,1873.0,150.0,117.0,41.0,78.0,142.0,68.0,78.0,159.0,159.0,50/50
2016,Jeep,Wrangler Unlimited 4X4,Sport utility vehicle: Small,3.6,6,A5,X,14.8,11.7,13.4,21,314,4.0,,JEEP,WRANGLER UNLIMITED 4DR SUV 4WD RUBICON,7.0,440.0,188.0,180.0,295.0,1969.0,150.0,171.0,40.0,79.0,144.0,68.0,78.0,156.0,157.0,50/50
2016,Jeep,Wrangler Unlimited 4X4,Sport utility vehicle: Small,3.6,6,M6,X,15.0,11.4,13.4,21,312,4.0,,JEEP,WRANGLER UNLIMITED 4DR SUV 4WD RUBICON,7.0,440.0,188.0,180.0,295.0,1969.0,150.0,171.0,40.0,79.0,144.0,68.0,78.0,156.0,157.0,50/50
2016,Kia,Cadenza,Full-size,3.3,6,AS6,X,12.7,8.4,10.7,26,251,5.0,,KIA,SORENTO V6 AWD,15.0,477.0,189.0,171.0,278.0,1860.0,121.0,184.0,37.0,94.0,105.0,93.0,106.0,163.0,164.0,56/44
2016,Kia,Forte,Mid-size,1.8,4,AS6,X,8.9,6.1,7.6,37,179,7.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,Forte,Mid-size,1.8,4,M6,X,9.3,6.3,7.9,36,186,7.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,Forte,Mid-size,2.0,4,AS6,X,9.7,6.7,8.3,34,196,7.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,Forte,Mid-size,2.0,4,M6,X,9.8,6.9,8.5,33,198,7.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,Forte 5,Full-size,1.6,4,AS6,X,11.1,8.0,9.7,29,228,5.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,Forte 5,Full-size,1.6,4,M6,X,11.1,8.2,9.8,29,227,5.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,Forte 5,Full-size,2.0,4,AS6,X,9.5,7.2,8.5,33,199,7.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,Forte 5,Full-size,2.0,4,M6,X,9.7,6.9,8.4,34,197,7.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,Forte Koup,Compact,1.6,4,AS6,X,10.6,7.8,9.4,30,218,6.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,Forte Koup,Compact,1.6,4,M6,X,10.8,8.1,9.6,29,222,6.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,Forte Koup,Compact,2.0,4,AS6,X,9.7,7.1,8.6,33,200,7.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,Forte Koup,Compact,2.0,4,M6,X,10.0,7.4,8.8,32,206,6.0,,KIA,FORTE 4DR SEDAN,14.0,456.0,178.0,143.0,270.0,1318.0,107.0,51.0,35.0,79.0,111.0,88.0,98.0,156.0,157.0,62/38
2016,Kia,K900,Full-size,3.8,6,AS8,X,13.9,9.2,11.8,24,278,4.0,,KIA,K900 V6 4DR SEDAN,14.0,509.0,190.0,149.0,305.0,1940.0,139.0,56.0,35.0,87.0,116.0,88.0,117.0,161.0,165.0,50/50
2016,Kia,K900,Full-size,5.0,8,AS8,X,15.6,10.6,13.4,21,318,3.0,,KIA,K900 V8 ELITE 4DR SEDAN,14.0,509.0,190.0,149.0,305.0,2066.0,139.0,56.0,35.0,87.0,116.0,88.0,117.0,161.0,165.0,50/50
2016,Kia,Optima,Full-size,1.6,4,AM7,X,8.4,6.1,7.4,38,175,8.0,,KIA,OPTIMA SX/SXL 4DR SEDAN,16.0,486.0,186.0,147.0,281.0,1630.0,134.0,50.0,36.0,84.0,109.0,97.0,109.0,158.0,160.0,61/39
2016,Kia,Optima,Full-size,2.0,4,AS6,X,10.9,7.4,9.3,30,222,6.0,,KIA,OPTIMA SX/SXL 4DR SEDAN,16.0,486.0,186.0,147.0,281.0,1630.0,134.0,50.0,36.0,84.0,109.0,97.0,109.0,158.0,160.0,61/39
2016,Kia,Optima,Full-size,2.4,4,AS6,X,9.4,6.5,8.1,35,193,7.0,,KIA,OPTIMA SX/SXL 4DR SEDAN,16.0,486.0,186.0,147.0,281.0,1630.0,134.0,50.0,36.0,84.0,109.0,97.0,109.0,158.0,160.0,61/39
2016,Kia,Optima Hybrid,Mid-size,2.4,4,AM6,X,6.6,5.9,6.3,45,147,9.0,,KIA,OPTIMA SX/SXL 4DR SEDAN,16.0,486.0,186.0,147.0,281.0,1630.0,134.0,50.0,36.0,84.0,109.0,97.0,109.0,158.0,160.0,61/39
2016,Kia,Optima Hybrid EX,Mid-size,2.4,4,AM6,X,6.7,6.1,6.4,44,150,8.0,,KIA,OPTIMA LX/LX+/EX/LX ECO TURBO 4DR SEDAN,16.0,486.0,186.0,147.0,281.0,1463.0,134.0,50.0,36.0,84.0,109.0,97.0,109.0,158.0,160.0,61/39
2016,Kia,Rio,Compact,1.6,4,AS6,X,8.7,6.3,7.7,37,178,7.0,,KIA,RIO 4DR SEDAN,12.0,436.0,172.0,146.0,257.0,1131.0,94.0,50.0,34.0,79.0,109.0,81.0,98.0,152.0,153.0,63/37
2016,Kia,Rio,Compact,1.6,4,M6,X,8.8,6.4,7.7,37,179,7.0,,KIA,RIO 4DR SEDAN,12.0,436.0,172.0,146.0,257.0,1131.0,94.0,50.0,34.0,79.0,109.0,81.0,98.0,152.0,153.0,63/37
2016,Kia,Rio Eco,Compact,1.6,4,AS6,X,8.5,6.3,7.6,37,175,8.0,,KIA,RIO 4DR SEDAN,12.0,436.0,172.0,146.0,257.0,1131.0,94.0,50.0,34.0,79.0,109.0,81.0,98.0,152.0,153.0,63/37
2016,Kia,Rondo,Station wagon: Mid-size,2.0,4,AS6,X,10.1,7.6,9.0,31,214,6.0,,KIA,RONDO LX - 5 PASSENGER,14.0,452.0,181.0,161.0,275.0,1445.0,100.0,168.0,38.0,91.0,105.0,94.0,83.0,157.0,159.0,60/40
2016,Kia,Rondo,Station wagon: Mid-size,2.0,4,M6,X,10.4,7.8,9.3,30,220,6.0,,KIA,RONDO LX - 5 PASSENGER,14.0,452.0,181.0,161.0,275.0,1445.0,100.0,168.0,38.0,91.0,105.0,94.0,83.0,157.0,159.0,60/40
2016,Kia,Sedona,Minivan,3.3,6,AS6,X,13.2,9.7,11.6,24,275,4.0,,KIA,SORENTO V6 AWD,15.0,477.0,189.0,171.0,278.0,1860.0,121.0,184.0,37.0,94.0,105.0,93.0,106.0,163.0,164.0,56/44
2016,Kia,Sedona SX,Minivan,3.3,6,AS6,X,12.9,9.5,11.4,25,269,5.0,,KIA,SEDONA L/LX/SX 5DR VAN FWD,15.0,512.0,199.0,174.0,306.0,2002.0,107.0,225.0,44.0,94.0,114.0,97.0,111.0,174.0,175.0,57/43
2016,Kia,Sedona SXL,Minivan,3.3,6,AS6,X,14.2,10.5,12.5,23,296,4.0,,KIA,SEDONA SXL 5DR VAN FWD,15.0,512.0,199.0,174.0,306.0,2127.0,107.0,225.0,44.0,94.0,114.0,97.0,111.0,174.0,175.0,57/43
2016,Kia,Sorento,Sport utility vehicle: Small,2.0,4,AS6,X,11.7,8.6,10.3,27,245,5.0,,KIA,SORENTO LX AWD,15.0,477.0,189.0,171.0,278.0,1742.0,121.0,184.0,37.0,94.0,105.0,93.0,106.0,163.0,164.0,56/44
2016,Kia,Sorento,Sport utility vehicle: Small,2.4,4,AS6,X,11.1,8.2,9.8,29,233,5.0,,KIA,SORENTO LX AWD,15.0,477.0,189.0,171.0,278.0,1742.0,121.0,184.0,37.0,94.0,105.0,93.0,106.0,163.0,164.0,56/44
2016,Kia,Sorento AWD,Sport utility vehicle: Small,2.0,4,AS6,X,12.3,9.3,10.9,26,259,5.0,,KIA,SORENTO LX AWD,15.0,477.0,189.0,171.0,278.0,1742.0,121.0,184.0,37.0,94.0,105.0,93.0,106.0,163.0,164.0,56/44
2016,Kia,Sorento AWD,Sport utility vehicle: Small,2.4,4,AS6,X,11.4,9.2,10.4,27,245,5.0,,KIA,SORENTO LX AWD,15.0,477.0,189.0,171.0,278.0,1742.0,121.0,184.0,37.0,94.0,105.0,93.0,106.0,163.0,164.0,56/44
2016,Kia,Sorento AWD,Sport utility vehicle: Small,3.3,6,AS6,X,13.4,9.4,11.6,24,275,4.0,,KIA,SORENTO V6 AWD,15.0,477.0,189.0,171.0,278.0,1860.0,121.0,184.0,37.0,94.0,105.0,93.0,106.0,163.0,164.0,56/44
2016,Kia,Soul,Station wagon: Small,1.6,4,AS6,X,9.8,7.8,8.9,32,206,6.0,,KIA,SOUL EV,14.0,414.0,180.0,160.0,257.0,1492.0,104.0,152.0,33.0,90.0,103.0,83.0,73.0,157.0,159.0,61/39
2016,Kia,Soul,Station wagon: Small,1.6,4,M6,X,9.9,7.8,9.0,31,208,6.0,,KIA,SOUL EV,14.0,414.0,180.0,160.0,257.0,1492.0,104.0,152.0,33.0,90.0,103.0,83.0,73.0,157.0,159.0,61/39
2016,Kia,Soul,Station wagon: Small,2.0,4,AS6,X,9.8,7.5,8.8,32,208,6.0,,KIA,SOUL EV,14.0,414.0,180.0,160.0,257.0,1492.0,104.0,152.0,33.0,90.0,103.0,83.0,73.0,157.0,159.0,61/39
2016,Kia,Soul ECO Dynamics,Station wagon: Small,2.0,4,AS6,X,9.7,7.7,8.8,32,208,6.0,,KIA,SOUL EV,14.0,414.0,180.0,160.0,257.0,1492.0,104.0,152.0,33.0,90.0,103.0,83.0,73.0,157.0,159.0,61/39
2016,Kia,Sportage,Sport utility vehicle: Small,2.4,4,AS6,X,11.4,8.3,10.0,28,231,5.0,,KIA,SPORTAGE 4DR SUV SX,11.0,444.0,186.0,165.0,264.0,1662.0,114.0,152.0,33.0,90.0,112.0,89.0,91.0,161.0,162.0,58/42
2016,Kia,Sportage,Sport utility vehicle: Small,2.4,4,M6,X,12.9,9.2,11.3,25,261,5.0,,KIA,SPORTAGE 4DR SUV SX,11.0,444.0,186.0,165.0,264.0,1662.0,114.0,152.0,33.0,90.0,112.0,89.0,91.0,161.0,162.0,58/42
2016,Kia,Sportage AWD,Sport utility vehicle: Small,2.0,4,AS6,X,12.6,9.7,11.3,25,261,5.0,,KIA,SPORTAGE 4DR SUV LX AWD/EX AWD/EX LUXURY,11.0,444.0,186.0,165.0,264.0,1554.0,114.0,152.0,33.0,90.0,112.0,89.0,91.0,161.0,162.0,58/42
2016,Kia,Sportage AWD,Sport utility vehicle: Small,2.4,4,AS6,X,12.0,9.3,10.8,26,251,5.0,,KIA,SPORTAGE 4DR SUV LX AWD/EX AWD/EX LUXURY,11.0,444.0,186.0,165.0,264.0,1554.0,114.0,152.0,33.0,90.0,112.0,89.0,91.0,161.0,162.0,58/42
2016,Lamborghini,Aventador Coupe,Two-seater,6.5,12,AM7,Z,22.2,12.7,17.9,16,420,1.0,,LAMBORGHINI,AVENTADOR LP700-4 COUPE,12.0,478.0,203.0,114.0,270.0,1575.0,,,,,,,,172.0,170.0,43/57
2016,Lamborghini,Aventador Roadster,Two-seater,6.5,12,AM7,Z,23.6,14.1,19.3,15,452,1.0,,LAMBORGHINI,AVENTADOR LP700-4 ROADSTER,12.0,478.0,203.0,114.0,270.0,1625.0,,,,,,,,172.0,170.0,43/57
2016,Lamborghini,Huracan,Two-seater,5.2,10,AM7,Z,16.4,11.4,14.2,20,331,3.0,,LAMBORGHINI,HURACAN LP 610-4 2DR COUPE AWD,15.0,446.0,192.0,117.0,262.0,1422.0,,,,,,,,167.0,162.0,43/57
2016,Lamborghini,Huracan Spyder,Two-seater,5.2,10,AM7,Z,16.9,11.8,14.6,19,340,3.0,,LAMBORGHINI,HURACAN LP 610-4 2DR COUPE AWD,15.0,446.0,192.0,117.0,262.0,1422.0,,,,,,,,167.0,162.0,43/57
2016,Land Rover,Discovery Sport,Sport utility vehicle: Small,2.0,4,AS9,Z,11.9,9.0,10.6,27,248,5.0,,LAND ROVER,DISCOVERY SPORT,15.0,460.0,189.0,172.0,274.0,1744.0,122.0,166.0,39.0,89.0,118.0,90.0,96.0,162.0,163.0,56/44
2016,Land Rover,LR4,Sport utility vehicle: Standard,3.0,6,AS8,Z,16.2,12.1,14.3,20,336,3.0,,LAND ROVER,LR4 4DR SUV,10.0,483.0,192.0,188.0,289.0,2548.0,132.0,204.0,51.0,85.0,126.0,83.0,113.0,161.0,161.0,49/51
2016,Land Rover,Range Rover,Sport utility vehicle: Standard,3.0,6,AS8,Z,14.2,10.2,12.4,23,291,4.0,,LAND ROVER,RANGE ROVER EVOQUE 4DR SUV,12.0,436.0,197.0,164.0,266.0,1770.0,118.0,137.0,39.0,95.0,118.0,89.0,80.0,163.0,163.0,59/41
2016,Land Rover,Range Rover Td6 Diesel,Sport utility vehicle: Standard,3.0,6,AS8,D,10.6,8.1,9.4,30,254,5.0,,LAND ROVER,RANGE ROVER EVOQUE 4DR SUV,12.0,436.0,197.0,164.0,266.0,1770.0,118.0,137.0,39.0,95.0,118.0,89.0,80.0,163.0,163.0,59/41
2016,Land Rover,Range Rover Supercharged,Sport utility vehicle: Standard,5.0,8,AS8,Z,17.2,12.5,15.1,19,356,3.0,,LAND ROVER,RANGE ROVER EVOQUE 4DR SUV,12.0,436.0,197.0,164.0,266.0,1770.0,118.0,137.0,39.0,95.0,118.0,89.0,80.0,163.0,163.0,59/41
2016,Land Rover,Range Rover Supercharged LWB,Sport utility vehicle: Standard,5.0,8,AS8,Z,17.2,12.5,15.1,19,356,3.0,,LAND ROVER,RANGE ROVER LWB 4DR SUV,14.0,520.0,207.0,184.0,312.0,2413.0,134.0,178.0,45.0,94.0,115.0,88.0,119.0,169.0,168.0,48/52
2016,Land Rover,Range Rover Sport,Sport utility vehicle: Standard,3.0,6,AS8,Z,14.2,10.2,12.4,23,291,4.0,,LAND ROVER,RANGE ROVER EVOQUE 4DR SUV,12.0,436.0,197.0,164.0,266.0,1770.0,118.0,137.0,39.0,95.0,118.0,89.0,80.0,163.0,163.0,59/41
2016,Land Rover,Range Rover Sport Td6 Diesel,Sport utility vehicle: Standard,3.0,6,AS8,D,10.6,8.1,9.4,30,254,5.0,,LAND ROVER,RANGE ROVER EVOQUE 4DR SUV,12.0,436.0,197.0,164.0,266.0,1770.0,118.0,137.0,39.0,95.0,118.0,89.0,80.0,163.0,163.0,59/41
2016,Land Rover,Range Rover Sport Supercharged,Sport utility vehicle: Standard,5.0,8,AS8,Z,16.6,12.3,14.7,19,344,3.0,,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED/AUTOBIOGRAPHY,14.0,485.0,198.0,178.0,292.0,2590.0,138.0,165.0,48.0,87.0,120.0,87.0,106.0,169.0,168.0,49/51
2016,Land Rover,Range Rover Evoque,Sport utility vehicle: Small,2.0,4,AS9,Z,11.3,7.9,9.7,29,229,5.0,,LAND ROVER,RANGE ROVER EVOQUE 4DR SUV,12.0,436.0,197.0,164.0,266.0,1770.0,118.0,137.0,39.0,95.0,118.0,89.0,80.0,163.0,163.0,59/41
2016,Lexus,ES 350,Mid-size,3.5,6,AS6,X,11.4,7.6,9.7,29,225,6.0,,LEXUS,RX 350 4DR SUV,16.0,489.0,190.0,172.0,279.0,2020.0,128.0,151.0,38.0,91.0,104.0,108.0,102.0,164.0,163.0,58/42
2016,Lexus,GS 200t,Mid-size,2.0,4,AS8,Z,10.6,7.2,9.0,31,212,6.0,,LEXUS,IS 200t RWD SEDAN,14.0,467.0,181.0,143.0,280.0,1625.0,138.0,49.0,34.0,80.0,103.0,84.0,104.0,154.0,155.0,55/45
2016,Lexus,GS 200t F SPORT,Mid-size,2.0,4,AS8,Z,11.3,7.8,9.7,29,227,5.0,,LEXUS,CT200h 4DR HATCHBACK/F-SPORT,14.0,435.0,177.0,146.0,260.0,1460.0,117.0,137.0,35.0,81.0,101.0,94.0,81.0,152.0,153.0,59/41
2016,Lexus,GS 350,Mid-size,3.5,6,AS8,Z,11.9,8.1,10.2,28,237,5.0,,LEXUS,GS 350 AWD 4DR SEDAN,16.0,488.0,184.0,147.0,285.0,1765.0,138.0,54.0,37.0,81.0,107.0,88.0,115.0,159.0,160.0,52/48
2016,Lexus,GS 350 AWD,Mid-size,3.5,6,AS6,Z,12.4,9.0,10.9,26,254,5.0,,LEXUS,GS 350 AWD 4DR SEDAN,16.0,488.0,184.0,147.0,285.0,1765.0,138.0,54.0,37.0,81.0,107.0,88.0,115.0,159.0,160.0,52/48
2016,Lexus,GS 350 F SPORT,Mid-size,3.5,6,AS8,Z,12.5,8.6,10.7,26,251,5.0,,LEXUS,CT200h 4DR HATCHBACK/F-SPORT,14.0,435.0,177.0,146.0,260.0,1460.0,117.0,137.0,35.0,81.0,101.0,94.0,81.0,152.0,153.0,59/41
2016,Lexus,GS 450h,Mid-size,3.5,6,AV8,Z,8.1,6.9,7.6,37,177,7.0,,LEXUS,GS 450h 4DR SEDAN HYBRID,16.0,488.0,184.0,146.0,285.0,1865.0,138.0,54.0,37.0,81.0,107.0,88.0,115.0,159.0,160.0,52/48
2016,Lexus,GS F,Compact,5.0,8,AS8,Z,14.9,9.7,12.5,23,293,4.0,,LEXUS,CT200h 4DR HATCHBACK/F-SPORT,14.0,435.0,177.0,146.0,260.0,1460.0,117.0,137.0,35.0,81.0,101.0,94.0,81.0,152.0,153.0,59/41
2016,Lexus,GX 460,Sport utility vehicle: Standard,4.6,8,AS6,Z,15.7,11.7,13.9,20,322,3.0,,LEXUS,LX570 4DR SUV,16.0,508.0,198.0,191.0,285.0,2680.0,145.0,201.0,49.0,92.0,125.0,103.0,120.0,164.0,164.0,52/48
2016,Lexus,IS 200t,Compact,2.0,4,AS8,Z,10.6,7.2,9.0,31,212,6.0,,LEXUS,IS 200t RWD SEDAN,14.0,467.0,181.0,143.0,280.0,1625.0,138.0,49.0,34.0,80.0,103.0,84.0,104.0,154.0,155.0,55/45
2016,Lexus,IS 300 AWD,Compact,3.5,6,AS6,Z,12.6,9.2,11.1,25,258,5.0,,LEXUS,IS 300/350 AWD SEDAN,14.0,467.0,181.0,143.0,280.0,1695.0,138.0,49.0,34.0,80.0,103.0,84.0,104.0,154.0,155.0,55/45
2016,Lexus,IS 350,Compact,3.5,6,AS8,Z,12.3,8.5,10.6,27,246,5.0,,LEXUS,IS 300/350 AWD SEDAN,14.0,467.0,181.0,143.0,280.0,1695.0,138.0,49.0,34.0,80.0,103.0,84.0,104.0,154.0,155.0,55/45
2016,Lexus,IS 350 AWD,Compact,3.5,6,AS6,Z,12.6,9.2,11.1,25,258,5.0,,LEXUS,IS 300/350 AWD SEDAN,14.0,467.0,181.0,143.0,280.0,1695.0,138.0,49.0,34.0,80.0,103.0,84.0,104.0,154.0,155.0,55/45
2016,Lexus,LS 460 AWD,Mid-size,4.6,8,AS8,Z,15.2,10.2,12.9,22,303,4.0,,LEXUS,LS460 AWD 4DR SEDAN,13.0,509.0,188.0,147.0,297.0,2110.0,147.0,60.0,35.0,84.0,109.0,92.0,120.0,160.0,161.0,52/48
2016,Lexus,LS 460 L AWD,Mid-size,4.6,8,AS8,Z,15.2,10.2,12.9,22,303,4.0,,LEXUS,LS460 AWD 4DR SEDAN,13.0,509.0,188.0,147.0,297.0,2110.0,147.0,60.0,35.0,84.0,109.0,92.0,120.0,160.0,161.0,52/48
2016,Lexus,LS 600h L,Mid-size,5.0,8,AV8,Z,12.7,10.1,11.5,25,268,5.0,,LEXUS,LS600h L HYBRID 4DR SEDAN,13.0,521.0,188.0,148.0,309.0,2370.0,147.0,60.0,35.0,84.0,109.0,92.0,120.0,160.0,161.0,52/48
2016,Lexus,LX 570,Sport utility vehicle: Standard,5.7,8,AS8,Z,18.3,12.9,15.9,18,371,2.0,,LEXUS,LX570 4DR SUV,16.0,508.0,198.0,191.0,285.0,2680.0,145.0,201.0,49.0,92.0,125.0,103.0,120.0,164.0,164.0,52/48
2016,Lexus,NX 200t AWD,Sport utility vehicle: Small,2.0,4,AS6,Z,10.6,8.4,9.6,29,225,6.0,,LEXUS,NX200t 4DR SUV AWD,15.0,463.0,185.0,165.0,266.0,1755.0,129.0,159.0,34.0,88.0,104.0,99.0,98.0,158.0,158.0,59/41
